,title,theme,key_words,url
622,On laser sensor image fringe detection and mitigation in real-time processing based on firmware supported Hilbert-Huang Transform for 2-Dimensions,,"completed,goddard space flight center",https://techport.nasa.gov/view/17375
623,GPM GMI XCAL Common Calibrated Brightness Temperatures L1BASE 1.5 hours 13 km V05 (GPM_BASEGPMGMI_XCAL) at GES DISC,"gpm,geospatial","precipitation,earth science,atmosphere,national geospatial data asset,ngda,atmospheric water vapor",https://cmr.earthdata.nasa.gov:443/search/concepts/C1383813821-GES_DISC.html
624,"BOREAS Level-1B MAS Imagery: At-Sensor Radiance, Relative X and Y Coordinates","boreas,geospatial","earth science,atmosphere,atmospheric radiation",https://doi.org/10.3334/ORNLDAAC/560
625,MODIS/Terra Surface Reflectance 8-Day L3 Global 250m SIN Grid V006,"terra,geospatial","earth science,land surface,surface radiative properties,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MOD09Q1.006
626,"Flash 3D Enhancements for Autonomous Precision Landing and Hazard Detection and Avoidance, Phase I",,"johnson space center,completed",https://techport.nasa.gov/view/6642
627,"Ground-Based Meteorological Data (daily, 24 hour files) from Co-Located Ground-Based Global Navigation Satellite System GLONASS (GLObal NAvigation Satellite System) Receivers from NASA CDDIS","igs,geospatial","tectonics,solid earth,earth science,gravity/gravitational field,geodetics",https://doi.org/10.5067/GNSS/GLONASS_DAILY_M_001
628,Amazon data science challenge,,"nasa,ames,dashlink",https://c3.nasa.gov/dashlink/resources/795/
629,"WRF-STILT Particle Trajectories for Boston, MA, USA, 2013-2014","nacp,geospatial","earth science,atmosphere,atmospheric chemistry,atmospheric winds",https://doi.org/10.3334/ORNLDAAC/1596
630,"SMEX03 Ancillary Soil Characteristics Data, Alabama, Version 1",geospatial,"earth science,agriculture,soils,land surface",https://doi.org/10.5067/R2SH2UNZ3D0U
631,Coronagraphic Planet Finding with Energy Resolving Detectors,,completed,https://techport.nasa.gov/view/4271
632,Juno JIRAM Bundle,earth science,"juno,jupiter",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Ajuno_jiram&version=1.1
633,"tavgU_2d_flx_Nx: MERRA 2D IAU Diagnostic, Surface Fluxes, Diurnal  0.667 x 0.5 degree V5.2.0 (MATUNXFLX) at GES DISC","merra,geospatial","earth science,atmosphere,clouds,atmospheric radiation,atmospheric water vapor,precipitation,atmospheric temperature",https://doi.org/10.5067/HN9F4C3SHW5A
634,MumfordCove,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density",https://doi.org/10.5067/SeaBASS/MUMFORDCOVE/DATA001
635,The NASA Air Traffic Management Ontology (atmonto),aerospace,"ontology,atm,air traffic management,airspace,aerospace",https://data.nasa.gov/ontologies/atmonto/index.html
636,CATS-ISS Level 2 Operational Day Mode 7.2 Version 3-01 5 km Layer,"cats-iss,geospatial","earth science,atmosphere,clouds,aerosols",https://doi.org/10.5067/ISS/CATS/L2O_D-M7.2-V3-01_05kmLay
637,CASSINI RSS RAW DATA SET - TIGR17 V1.0,earth science,"cassini-huygens,saturn",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CO-SSA-RSS-1-TIGR17-V1.0
638,Reflectance Reference Targets (OTTER),"otter,geospatial","earth science,atmosphere,atmospheric radiation",https://doi.org/10.3334/ORNLDAAC/74
639,GPM GROUND VALIDATION NOAA CPC MORPHING TECHNIQUE (CMORPH) IFLOODS V1,"ifloods,geospatial","earth science,atmosphere,precipitation",https://doi.org/10.5067/GPMGV/IFLOODS/CMORPH/DATA201
640,DAWN GRaND Vesta Bundle,earth science,"(4) vesta,dawn mission to vesta and ceres,mars,(1) ceres",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Adawn-grand-vesta&version=1.0
641,"Multifunctional Integrated Photonic Lab-on-a-Chip for Astronaut Health Monitoring, Phase I",,"goddard space flight center,active",https://techport.nasa.gov/view/93655
642,"MERRA-2 tavgM_2d_aer_Nx: 2d,Monthly mean,Time-averaged,Single-Level,Assimilation,Aerosol Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TMNXAER) at GES DISC","merra-2,geospatial","earth science,atmosphere,aerosols,air quality,atmospheric chemistry",https://doi.org/10.5067/FH9A0MLJPC7N
643,Aquarius Official Release Level 3 Wind Speed Standard Mapped Image 28-Day Running Mean Data V5.0,"aquarius sac-d,geospatial","earth science,oceans,ocean winds",https://doi.org/10.5067/AQR50-3WRCS
644,SAM2_AERO_PRF_NAT,"sam-ii,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1257546904-LARC_ASDC.html
645,Expandable Variable-Autonomy Architecture Project,,"completed,evaa,armstrong flight research center,project",http://techport.nasa.gov/view/10855
646,"Circumpolar Active Layer Monitoring (CALM) Program Network, Version 1",geospatial,"earth science,land surface,frozen ground,cryosphere,snow/ice,soils",https://cmr.earthdata.nasa.gov:443/search/concepts/C1386246340-NSIDCV0.html
647,ADEOS-I Ocean Color and Temperature Scanner (OCTS) Data Regional Data,geospatial,"earth science,oceans,ocean optics,ngda,national geospatial data asset",https://doi.org/10.5067/ADEOS-I/OCTS/L1/DATA/1
648,Instrument Design for the CubeSat Ultraviolet Transient/Imaging Experiment,,"completed,goddard space flight center",https://techport.nasa.gov/view/17353
649,Suomi NPP ATMS Sounder Science Investigator-led Processing System (SIPS) Level 1B Brightness Temperature V2 (SNPPATMSL1B) at GES DISC,"atms,geospatial","earth science,microwave,ngda,national geospatial data asset,spectral/engineering",https://doi.org/10.5067/HFDD6A30MA10
650,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values 0.5 x 0.667 degree V001 (MA_HIRS2_NOAA11_OMA) at GES DISC,"merra time-mean observation data,geospatial","earth science,atmosphere,altitude,land surface,topography,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764729-GES_DISC.html
651,ERBE_S8_NAT,"erbe,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000768-LARC_ASDC.html
652,"Multi-Physics Approach to Simulate Dust Accumulation/Removal, Phase I",,"active,langley research center",https://techport.nasa.gov/view/94684
653,MODIS/Terra Clouds 5-Min L2 Swath 1km and 5km,"terra,geospatial","ngda,atmosphere,atmospheric radiation,national geospatial data asset,clouds,earth science",https://doi.org/10.5067/MODIS/MOD06_L2.061
654,Mobile UIUC Soundings IMPACTS V1,"impacts,geospatial","earth science,atmosphere,atmospheric pressure,solid earth,geothermal dynamics,atmospheric water vapor,atmospheric winds",https://cmr.earthdata.nasa.gov:443/search/concepts/C1851245642-GHRC_CLOUD.html
655,"Low-Noise High-Resolution Multiplexer Electronics for Deformable Mirrors, Phase I",,"completed,jet propulsion laboratory",https://techport.nasa.gov/view/7193
656,Semi-Automatic Science Workflow Synthesis for High-End Computing on the NASA Earth Exchange,,"nasa headquarters,completed",https://techport.nasa.gov/view/11021
657,ROSETTA-ORBITER 67P OSINAC 4 EXT3-MTP032 RDR-STR-REFL V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-4-EXT3-67P-M32-STR-REFL-V1.0
658,DISCOVER-AQ P-3B Aircraft Navigational and Meteorological Data,"discover-aq,geospatial","earth science,national geospatial data asset,atmospheric temperature,ngda,atmosphere,atmospheric pressure,atmospheric water vapor",https://doi.org/10.5067/AIRCRAFT/DISCOVER-AQ/AEROSOL-TRACEGAS
659,GPM GMI_R Common Calibrated Brightness Temperatures Collocated L1C 1.5 hours 13 km V05 (GPM_1CGPMGMI_R) at GES DISC,"gpm,geospatial","precipitation,national geospatial data asset,ngda,microwave,spectral/engineering,earth science,atmosphere,atmospheric water vapor",https://doi.org/10.5067/GPM/GMI/R/1C/05
660,LRO MOON LROC 3 CDR V1.0,earth science,"lunar reconnaissance orbiter,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=LRO-L-LROC-3-CDR-V1.0
661,Autonomous Task Primitives for Complex Manipulation Operations,,"completed,carnegie mellon university",https://techport.nasa.gov/view/91438
662,Knowledge-Based System to Support Plug Load Management,,"nasa,ames,dashlink",https://c3.nasa.gov/dashlink/resources/859/
663,Assurance for Complex Systems,,"ames,nasa,dashlink",https://c3.nasa.gov/dashlink/resources/53/
664,"CH1-ORB MOON M3 4 L2 REFLECTANCE        
      NEAR-IR SPECTRAL IMGS V1.0",earth science,"chandrayaan-1,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CH1-ORB-L-M3-4-L2-REFLECTANCE-V1.0
665,"SMEX04 Soil Climate Analysis Network (SCAN) Data: Arizona, Version 1",geospatial,"soils,atmospheric temperature,atmospheric radiation,atmosphere,land surface,surface thermal properties,agriculture,earth science,atmospheric winds,precipitation,atmospheric water vapor,atmospheric pressure",https://doi.org/10.5067/YBLKU59YA7KS
666,GPM SSMIS on F16 (GPROF) Radiometer Precipitation Profiling L2 1.5 hours 12 km V05 (GPM_2AGPROFF16SSMIS) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/SSMIS/F16/GPROF/2A/05
667,FIRE_MS_MCRW_RAD,"fire,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000001261-LARC_ASDC.html
668,Development and Flight-testing of Astronomical Instrumentation for Future NASA Astrophysics Missions,,active,https://techport.nasa.gov/view/40850
669,PVO VENUS ONMS BROWSE THERMAL ION 12 SECOND V1.0,earth science,"pioneer venus,venus",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=PVO-V-ONMS-4-THERMALION-12SEC-V1.0
670,"Dead-Ended Passive Electrolyzer with Elimination of Vapor/Liquid Separation for Life Support Oxygen, Phase II",,"completed,johnson space center",https://techport.nasa.gov/view/16674
671,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values 0.5 x 0.667 degree V001 (MA_AMSUB_NOAA16_OMA) at GES DISC,"merra time-mean observation data,geospatial","earth science,atmosphere,altitude,land surface,topography,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764698-GES_DISC.html
672,MER 1 MARS PANORAMIC CAMERA SLOPE RDR OPS V1.0,earth science,"mars,mars exploration rover",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MER1-M-PANCAM-5-SLOPE-OPS-V1.0
673,PHOENIX MARS ROBOTIC ARM CAMERA 5 ROUGHNESS OPS V1.0,earth science,"mars,phoenix",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=PHX-M-RAC-5-ROUGHNESS-OPS-V1.0
674,ROSETTA-ORBITER COMET ESCORT 4 OSIWAC 2 EDR MTP022 V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-2-ESC4-67PCHURYUMOV-M22-V1.0
675,"Central West Antarctic Glaciochemistry from Ice Cores, Version 1",geospatial,"earth science,paleoclimate,ice core records,terrestrial hydrosphere,snow/ice,cryosphere",https://doi.org/doi:10.7265/N5959FHQ
676,"Dualband MW/LW Strained Layer Superlattice Focal Plane Arrays for Satellite-Based Wildfire Detection, Phase II",,"goddard space flight center,completed",https://techport.nasa.gov/view/34061
677,Multisensor Advanced Climatology Mean Liquid Water Path L3 Monthly 1 degree X 1 degree V1 (MACLWP_mean) at GES DISC,"measures,geospatial","earth science,atmosphere,clouds",https://doi.org/10.5067/MEASURES/MACLWPM
678,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 2 0835 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC2-0835-V1.0
679,"Multi-dimensional fluorescence microscope, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/7551
680,SIRS/Nimbus-4 Level 1 Radiance Data V001 (SIRSN4L1) at GES DISC,"nimbus,geospatial","earth science,spectral/engineering,infrared wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1622768259-GES_DISC.html
681,MEX_SPICAM_MARS_CLEANED_UV_RDR_V1.0,earth science,"mars express,sky,phobos,calibration,earth,deimos,star,comet,mars,sun",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-SPI-2-UVRDR-CLEANED-V1.0
682,SATCORPS CERES GEO Edition 4 Meteosat-08 Northern Hemisphere Version 1.2,"ceres,geospatial","earth science,atmosphere,clouds,ngda,national geospatial data asset",https://doi.org/10.5067/MET08/CERES/GEO_ED4_NH_V01.2
683,TELLUS DEGREE 1 SPHERICAL HARMONIC COEFFICIENTS,"measures,geospatial","earth science,solid earth,gravity/gravitational field",https://doi.org/10.5067/TE1DE-COE01
684,ROSETTA-ORBITER 67P OSINAC 3 ESC1-MTP013 RDR V3.0,earth science,"international rosetta mission,vega,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-3-ESC1-67PCHURYUMOV-M13-V3.0
685,"Automatic Generation of Least-Possible-Impact Traffic Management Initiatives, Phase I",,"completed,ames research center",https://techport.nasa.gov/view/8528
686,BOREAS RSS-02 Level-1b ASAS Image Data: At-sensor Radiance in BSQ Format,"boreas,geospatial","earth science,atmosphere,atmospheric radiation",https://doi.org/10.3334/ORNLDAAC/562
687,"Lightweight Active Nanolaminate Mirror with Wireless Shape Control, Phase II",,"completed,jet propulsion laboratory",https://techport.nasa.gov/view/7386
688,Silicon Wafer X-ray Mirror Project,,"completed,goddard space flight center",https://techport.nasa.gov/view/14791
689,"Smart Tape For Structural Health Monitoring of Rocket Engines, Phase I",,"marshall space flight center,completed",https://techport.nasa.gov/view/5816
690,Automated Discovery of Flight Track Anomalies,,"nasa,ames,dashlink",https://c3.nasa.gov/dashlink/resources/930/
691,Structural dynamics information package,,"dashlink,ames,nasa",https://c3.nasa.gov/dashlink/resources/501/
692,IceBridge Snow Radar L1B Geolocated Radar Echo Strength Profiles V002,"2009_an_nasa,2009_gr_nasa,2010_an_nasa,2010_gr_nasa,2011_an_nasa,2011_gr_nasa,2012_an_nasa,2012_gr_nasa,2013_an_nasa,2013_gr_nasa,2014_an_nasa,2014_gr_nasa,2015_an_nasa,2015_gr_nasa,2016_an_nasa,2016_gr_nasa,2017_an_nasa,2017_gr_nasa,2018_ak_nasa,2018_an_nasa,2018_gr_nasa,2019_gr_nasa,geospatial","earth science,terrestrial hydrosphere,glaciers/ice sheets,spectral/engineering,radar,oceans,sea ice,cryosphere,snow/ice",https://doi.org/10.5067/FAZTWP500V70
693,"Miniature Flexible Humidity Sensitive Patches for Space Suits, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/9168
694,"PDS Odyssey Radio Science Data (85, 86)",earth science,"rss,pds",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
695,DELIVER Psychoacoustic Test (WGA-I) Database,aerospace,,https://data.nasa.gov/d/2hg7-cc8n
696,Aquarius Official Release Level 3 Rain-flagged Sea Surface Salinity Standard Mapped Image Seasonal Climatology Data V5.0,"aquarius sac-d,geospatial","earth science,oceans,salinity/density",https://doi.org/10.5067/AQR50-3YVCE
697,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 2 0710 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC2-0710-V1.0
698,VIIRS/NPP BRDF/Albedo Parameter 2 ShortWave Daily L3 Global 30 ArcSec CMG V001,"npp-jpss,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43D35.001
699,"Very High Gain and Low Noise Near Infrared Single Photon Counting Detectors and Arrays, Phase I",,"goddard space flight center,completed",https://techport.nasa.gov/view/8614
700,TCSP ER-2 Navigation Data V1,"tcsp,geospatial","earth science,spectral/engineering,platform characteristics",https://cmr.earthdata.nasa.gov:443/search/concepts/C1649623534-GHRC_CLOUD.html
701,DAWN FC2 DERIVED CERES HAMO DTM SPG V1.0,earth science,"dawn mission to vesta and ceres,1 ceres",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=DAWN-A-FC2-5-CERESHAMODTMSPG-V1.0
702,A KNOWLEDGE DISCOVERY STRATEGY FOR RELATING SEA SURFACE TEMPERATURES TO FREQUENCIES OF TROPICAL STORMS AND GENERATING PREDICTIONS OF HURRICANES UNDER 21ST-CENTURY GLOBAL WARMING SCENARIOS,,"dashlink,ames,nasa",https://c3.nasa.gov/dashlink/resources/238/
703,"Electro-Optic Tunable Laser Sensor, Phase I",,"completed,marshall space flight center",https://techport.nasa.gov/view/8334
704,A Parallel Boltzmann Simulation for Multi-grid Inertial Electrostatic Confinement Fusion,,"completed,university of maryland",https://techport.nasa.gov/view/91447
705,U.S. Social Vulnerability Index Grids,"usgrid,geospatial","population,socioeconomics,earth science,human dimensions",https://doi.org/10.7927/6s2a-9r49
706,USGS Global Forest Observations Initiative (GFOI) Philippines,"cwic,geospatial","agriculture,biosphere,habitat conversion/fragmentation,vegetation,terrestrial ecosystems,earth science,forest science,human dimensions",https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567943-USGS_LTA.html
707,"SLSTR/SENTINEL-3B L1 Full Resolution Top of Atmosphere Brightness, Temperatures, and Radiances","eos,geospatial","sensor characteristics,platform characteristics,infrared wavelengths,spectral/engineering,earth science,national geospatial data asset,ngda,visible wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1625667016-LAADS.html
708,MODIS/Aqua Net Primary Production Yearly L4 Global 500m SIN Grid V006,"aqua,geospatial","earth science,biosphere,ecological dynamics,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MYD17A3H.006
709,PDS Software Release Product Tools (3.4.0),earth science,"tool,product,pds",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
710,InSight IDA Data Bundle,earth science,"insight,mars",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Ainsight_ida&version=1.0
711,A Hard Look at Accretion and Ejection from Neutron Stars,,"active,regents of the university of michigan",https://techport.nasa.gov/view/94349
712,LP MOON SPACECRAFT POSITION V1.0,earth science,"moon,lunar prospector",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=LP-L-6-POSITION-V1.0
713,ROSETTA-ORBITER 67P OSINAC 4 EXT3-MTP031 RDR V2.0,earth science,"international rosetta mission,16 cyg b,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-4-EXT3-67PCHURYUMOV-M31-V2.0
714,"MODIS Mosaic of Antarctica 2003-2004 (MOA2004) Image Map, Version 1",geospatial,"earth science,cryosphere,glaciers/ice sheets,ngda,national geospatial data asset",https://doi.org/10.7265/N5ZK5DM5
